Index,SiteName,SiteShortName,Longitude[degrees],Latitude[degrees],Altitude[m],TWD97_E[m],TWD97_N[m],Date,Loaction,Operator,Auditor,DievceName,DievceSN
239,NCU2000ts44(ts44),ts44,121.203734,23.114001,300,270867.7,2556921.4,null,null,null,null,null,null
240,NCU2000ts45(ts45),ts45,121.292820,23.117099,365,279991.7,2557280.1,null,null,null,null,null,null
241,NCU2000ts46(ts46),ts46,121.201709,23.159882,345,270653.2,2562001.8,null,null,null,null,null,null
242,NCU2000wl29(wl29),wl29,121.657045,25.167929,308.9864,316232.6,2784539.4,null,null,null,null,null,null
243,NCU2000wl49(wl49),wl49,121.647687,25.162433,374.999,315292.2,2783926.0,null,null,null,null,null,null
244,NCU2000wt03(wt03),wt03,120.761396,22.750733,414,225495.4,2516701.2,null,null,null,null,null,null
245,NCU2000wt12(wt12),wt12,120.775841,22.745454,463,226978.0,2516114.4,null,null,null,null,null,null
246,NCU2000wt22(wt22),wt22,120.757507,22.753788,371,225096.6,2517040.2,null,null,null,null,null,null
247,NCU2000wt42(wt42),wt42,120.771674,22.748232,458,226550.6,2516422.6,null,null,null,null,null,null
248,NCU2000wt43(wt43),wt43,120.778341,22.745176,425,227234.7,2516083.2,null,null,null,null,null,null
249,NCU2000yl00(yl00),yl00,121.293663,23.289602,186,280039.6,2576382.6,null,null,null,null,null,null
250,NCU2000yl01(yl01),yl01,121.257275,23.308771,264,276313.5,2578498.3,null,null,null,null,null,null
251,NCU2000yl10(yl10),yl10,121.328942,23.298211,151,283646.2,2577343.8,null,null,null,null,null,null
252,NCU2000yl11(yl11),yl11,121.271163,23.292937,201,277737.3,2576747.4,null,null,null,null,null,null
253,NCU2000yl20(yl20),yl20,121.313386,23.296545,162,282055.5,2577155.8,null,null,null,null,null,null
254,NCU2000yl21(yl21),yl21,121.262553,23.308215,215,276853.4,2578437.7,null,null,null,null,null,null
255,NCU2000yl29(yl29),yl29,121.342555,23.314878,129,285034.2,2579192.6,null,null,null,null,null,null
256,NCU2000yl40(yl40),yl40,121.333109,23.299878,150,284072.0,2577529.3,null,null,null,null,null,null
257,NCU2000yl41(yl41),yl41,121.270052,23.301548,207,277621.9,2577700.8,null,null,null,null,null,null
258,NCU2000yl49(yl49),yl49,121.357277,23.316266,216,286539.6,2579349.9,null,null,null,null,null,null
